organisation,org_acronym,org_type,project_sector,activities,status,state,lga,ward,ishrp,response_type,isrp,people_reached,month,year
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Kaga,Benisheikh,Yes,Humanitarian,Yes,42.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Kaga,Benisheikh,Yes,Humanitarian,Yes,57.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Kaga,Benisheikh,Yes,Humanitarian,Yes,28.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Kaga,Benisheikh,Yes,Humanitarian,Yes,124.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Kaga,Benisheikh,Yes,Humanitarian,Yes,80.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Kaga,Benisheikh,Yes,Humanitarian,Yes,53.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Kaga,Benisheikh,Yes,Humanitarian,Yes,85.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Kaga,Benisheikh,Yes,Humanitarian,Yes,69.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Kaga,Benisheikh,Yes,Humanitarian,Yes,27.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Kaga,Benisheikh,Yes,Humanitarian,Yes,33.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Kaga,Benisheikh,Yes,Humanitarian,Yes,62.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Kaga,Benisheikh,Yes,Humanitarian,Yes,23.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Old Maiduguri,Yes,Humanitarian,Yes,264.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Old Maiduguri,Yes,Humanitarian,Yes,845.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Old Maiduguri,Yes,Humanitarian,Yes,177.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Old Maiduguri,Yes,Humanitarian,Yes,1.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Mashamari,Yes,Humanitarian,Yes,9.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Mashamari,Yes,Humanitarian,Yes,14.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Mashamari,Yes,Humanitarian,Yes,54.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Mairi,Yes,Humanitarian,Yes,14.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Mairi,Yes,Humanitarian,Yes,3.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Gomari,Yes,Humanitarian,Yes,1.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Dusuman,Yes,Humanitarian,Yes,109.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Dusuman,Yes,Humanitarian,Yes,175.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Dusuman,Yes,Humanitarian,Yes,103.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Dusuman,Yes,Humanitarian,Yes,34.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Dusuman,Yes,Humanitarian,Yes,146.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Dusuman,Yes,Humanitarian,Yes,51.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Dala Lawanti,Yes,Humanitarian,Yes,28.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Bale Galtimari,Yes,Humanitarian,Yes,13.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Bale Galtimari,Yes,Humanitarian,Yes,50.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Gwoza,Pulka/Bokko,Yes,Humanitarian,Yes,52.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Gwoza,Pulka/Bokko,Yes,Humanitarian,Yes,368.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Gwoza,Pulka/Bokko,Yes,Humanitarian,Yes,119.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Gwoza,Pulka/Bokko,Yes,Humanitarian,Yes,91.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Gwoza,Pulka/Bokko,Yes,Humanitarian,Yes,131.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Gwoza,Pulka/Bokko,Yes,Humanitarian,Yes,545.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Gwoza,Pulka/Bokko,Yes,Humanitarian,Yes,164.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Gwoza,Pulka/Bokko,Yes,Humanitarian,Yes,389.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Gwoza,Pulka/Bokko,Yes,Humanitarian,Yes,279.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Gwoza,Pulka/Bokko,Yes,Humanitarian,Yes,274.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Gwoza,Pulka/Bokko,Yes,Humanitarian,Yes,184.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Gwoza,Pulka/Bokko,Yes,Humanitarian,Yes,571.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Gwoza,Gwoza Wakane / Bulabulin,Yes,Humanitarian,Yes,1518.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Gwoza,Gwoza Wakane / Bulabulin,Yes,Humanitarian,Yes,69.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Gwoza,Gwoza Wakane / Bulabulin,Yes,Humanitarian,Yes,88.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Gwoza,Gwoza Wakane / Bulabulin,Yes,Humanitarian,Yes,120.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Gwoza,Gwoza Wakane / Bulabulin,Yes,Humanitarian,Yes,709.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Gwoza,Gwoza Wakane / Bulabulin,Yes,Humanitarian,Yes,602.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Gwoza,Gwoza Wakane / Bulabulin,Yes,Humanitarian,Yes,27.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Dikwa,Dikwa,Yes,Humanitarian,Yes,93.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Dikwa,Dikwa,Yes,Humanitarian,Yes,76.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Dikwa,Dikwa,Yes,Humanitarian,Yes,208.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Dikwa,Dikwa,Yes,Humanitarian,Yes,27.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Dikwa,Dikwa,Yes,Humanitarian,Yes,267.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Dikwa,Dikwa,Yes,Humanitarian,Yes,1232.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Dikwa,Dikwa,Yes,Humanitarian,Yes,100.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Dikwa,Dikwa,Yes,Humanitarian,Yes,159.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Dikwa,Dikwa,Yes,Humanitarian,Yes,100.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Dikwa,Dikwa,Yes,Humanitarian,Yes,88.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Dikwa,Dikwa,Yes,Humanitarian,Yes,82.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Dikwa,Dikwa,Yes,Humanitarian,Yes,3.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Dikwa,Dikwa,Yes,Humanitarian,Yes,312.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Dikwa,Dikwa,Yes,Humanitarian,Yes,80.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Dikwa,Dikwa,Yes,Humanitarian,Yes,177.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Dikwa,Dikwa,Yes,Humanitarian,Yes,331.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Dikwa,Dikwa,Yes,Humanitarian,Yes,299.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Dikwa,Dikwa,Yes,Humanitarian,Yes,101.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Dikwa,Dikwa,Yes,Humanitarian,Yes,84.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Dikwa,Dikwa,Yes,Humanitarian,Yes,4.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Dikwa,Dikwa,Yes,Humanitarian,Yes,370.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Dikwa,Dikwa,Yes,Humanitarian,Yes,226.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Dikwa,Dikwa,Yes,Humanitarian,Yes,482.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Dikwa,Dikwa,Yes,Humanitarian,Yes,187.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Dikwa,Dikwa,Yes,Humanitarian,Yes,701.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Dikwa,Dikwa,Yes,Humanitarian,Yes,240.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Chibok,Pemi,Yes,Humanitarian,Yes,28.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Chibok,Pemi,Yes,Humanitarian,Yes,7.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Chibok,Pemi,Yes,Humanitarian,Yes,20.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Chibok,Pemi,Yes,Humanitarian,Yes,44.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Chibok,Pemi,Yes,Humanitarian,Yes,20.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Chibok,Mbalala,Yes,Humanitarian,Yes,22.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Chibok,Korongilim,Yes,Humanitarian,Yes,127.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Chibok,Kautikari,Yes,Humanitarian,Yes,15.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Chibok,Kautikari,Yes,Humanitarian,Yes,489.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Chibok,Chibok Wuntaku,Yes,Humanitarian,Yes,4.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Chibok,Chibok Likama,Yes,Humanitarian,Yes,270.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Chibok,Chibok Likama,Yes,Humanitarian,Yes,216.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Chibok,Chibok Garu,Yes,Humanitarian,Yes,52.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Chibok,Chibok Garu,Yes,Humanitarian,Yes,167.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Chibok,Chibok Garu,Yes,Humanitarian,Yes,233.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Chibok,Chibok Garu,Yes,Humanitarian,Yes,180.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Bama,Shehuri / Hausari / Mairi,Yes,Humanitarian,Yes,737.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Bama,Shehuri / Hausari / Mairi,Yes,Humanitarian,Yes,817.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Bama,Shehuri / Hausari / Mairi,Yes,Humanitarian,Yes,70.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Bama,Kumshe /Nduguno,Yes,Humanitarian,Yes,373.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Bama,Kumshe /Nduguno,Yes,Humanitarian,Yes,598.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Bama,Kumshe /Nduguno,Yes,Humanitarian,Yes,16.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Bama,Kumshe /Nduguno,Yes,Humanitarian,Yes,764.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Askira/Uba,Zadawa / Hausari,Yes,Humanitarian,Yes,6.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Borno,Ngala,Ngala Ward,Yes,Humanitarian,Yes,7.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola South,Ngurore,Yes,Humanitarian,Yes,112.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola South,Ngurore,Yes,Humanitarian,Yes,51.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola South,Ngurore,Yes,Humanitarian,Yes,159.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola South,Ngurore,Yes,Humanitarian,Yes,99.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola South,Namtari,Yes,Humanitarian,Yes,58.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola South,Namtari,Yes,Humanitarian,Yes,9.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola South,Namtari,Yes,Humanitarian,Yes,93.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola South,Namtari,Yes,Humanitarian,Yes,130.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola South,Namtari,Yes,Humanitarian,Yes,365.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola South,Namtari,Yes,Humanitarian,Yes,250.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola South,Namtari,Yes,Humanitarian,Yes,198.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola South,Namtari,Yes,Humanitarian,Yes,94.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola South,Namtari,Yes,Humanitarian,Yes,22.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola South,Mbamba,Yes,Humanitarian,Yes,38.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola South,Makama 'B',Yes,Humanitarian,Yes,6.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola South,Makama 'B',Yes,Humanitarian,Yes,43.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola South,Makama 'B',Yes,Humanitarian,Yes,1.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola South,Bole Yolde Pate,Yes,Humanitarian,Yes,10.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola South,Bole Yolde Pate,Yes,Humanitarian,Yes,97.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola South,Bole Yolde Pate,Yes,Humanitarian,Yes,138.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola South,Adarawo,Yes,Humanitarian,Yes,80.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola South,Adarawo,Yes,Humanitarian,Yes,7.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola South,Adarawo,Yes,Humanitarian,Yes,16.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola South,Adarawo,Yes,Humanitarian,Yes,2.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola North,Luggere,Yes,Humanitarian,Yes,36.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Nassarawo,Yes,Humanitarian,Yes,364.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Nassarawo,Yes,Humanitarian,Yes,238.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Nassarawo,Yes,Humanitarian,Yes,57.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Mujara,Yes,Humanitarian,Yes,122.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Mujara,Yes,Humanitarian,Yes,51.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Mugulbu/ Yadafa,Yes,Humanitarian,Yes,1254.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Mugulbu/ Yadafa,Yes,Humanitarian,Yes,341.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Lamorde,Yes,Humanitarian,Yes,692.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Lamorde,Yes,Humanitarian,Yes,580.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Gude,Yes,Humanitarian,Yes,597.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Gude,Yes,Humanitarian,Yes,17.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Gude,Yes,Humanitarian,Yes,421.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Gude,Yes,Humanitarian,Yes,144.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Gude,Yes,Humanitarian,Yes,223.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Gude,Yes,Humanitarian,Yes,37.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi North,Vimtim,Yes,Humanitarian,Yes,87.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi North,Vimtim,Yes,Humanitarian,Yes,28.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi North,Lokuwa,Yes,Humanitarian,Yes,15.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi North,Lokuwa,Yes,Humanitarian,Yes,57.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi North,Lokuwa,Yes,Humanitarian,Yes,329.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi North,Lokuwa,Yes,Humanitarian,Yes,654.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi North,Kolere,Yes,Humanitarian,Yes,485.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi North,Kolere,Yes,Humanitarian,Yes,857.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi North,Digil,Yes,Humanitarian,Yes,299.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi North,Digil,Yes,Humanitarian,Yes,166.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Modire/ Vinikilang,Yes,Humanitarian,Yes,88.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Modire/ Vinikilang,Yes,Humanitarian,Yes,306.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Modire/ Vinikilang,Yes,Humanitarian,Yes,113.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Modire/ Vinikilang,Yes,Humanitarian,Yes,17.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Modire/ Vinikilang,Yes,Humanitarian,Yes,158.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Modire/ Vinikilang,Yes,Humanitarian,Yes,10.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Girei I,Yes,Humanitarian,Yes,124.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Girei I,Yes,Humanitarian,Yes,36.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Girei I,Yes,Humanitarian,Yes,64.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Girei I,Yes,Humanitarian,Yes,15.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Girei I,Yes,Humanitarian,Yes,57.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Girei I,Yes,Humanitarian,Yes,87.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Damare,Yes,Humanitarian,Yes,762.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Damare,Yes,Humanitarian,Yes,328.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Damare,Yes,Humanitarian,Yes,0.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Damare,Yes,Humanitarian,Yes,254.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Damare,Yes,Humanitarian,Yes,274.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Damare,Yes,Humanitarian,Yes,108.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Damare,Yes,Humanitarian,Yes,62.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Pariya,Yes,Humanitarian,Yes,92.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Pariya,Yes,Humanitarian,Yes,177.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Fufore,Yes,Humanitarian,Yes,35.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Fufore,Yes,Humanitarian,Yes,159.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Fufore,Yes,Humanitarian,Yes,22.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Fufore,Yes,Humanitarian,Yes,17.0,Jun,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Fufore,Yes,Humanitarian,Yes,144.0,Jun,2019
