org_acronym,organisation,org_type,operation_type,project_sector,activities,status,state,state_pcode,lga,lga_pcode,ishrp,response_type,month,year
NRC,Norwegian Refugee Council,INGO,Reporting,PRO,Targeted training of local leaders and government actors as primary duty bearers for protection system strengthening and enhanced compliance with international standards,Ongoing,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Jan,2023
MWASD,Adamawa Ministry of Women Affairs and Social Development,Govt,Implementing,PRO,"Provide structured recreational, creative and social activities for children and adolescents",Ongoing,Adamawa,NGA002,Mubi North,NG002014,Yes,Humanitarian,Jan,2023
PUI,Première Urgence Internationale,INGO,Reporting,PRO,Individuals who have been interviewed through Protection Monitoring FGDs and KIIs for an understanding of the protection risks faced and/or human rights violations suffered by the affected population,Ongoing,Borno,NGA008,Monguno,NG008024,Yes,Humanitarian,Jan,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,"Provide women, girls, boys and men with protection information",Ongoing,Borno,NGA008,Bama,NG008003,Yes,Humanitarian,Jan,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Hand work/Skill acquisition,Ongoing,Borno,NGA008,Dikwa,NG008008,Yes,Humanitarian,Jan,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,"Provide women, girls, boys and men with protection information",Ongoing,Adamawa,NGA002,Madagali,NG002010,Yes,Humanitarian,Jan,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,"Provide women, girls, boys and men with protection information",Ongoing,Adamawa,NGA002,Michika,NG002013,Yes,Humanitarian,Jan,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,"Provide women, girls, boys and men with protection information",Ongoing,Adamawa,NGA002,Michika,NG002013,Yes,Humanitarian,Feb,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Hand work/Skill acquisition,Ongoing,Borno,NGA008,Dikwa,NG008008,Yes,Humanitarian,Feb,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Hand work/Skill acquisition,Ongoing,Adamawa,NGA002,Michika,NG002013,Yes,Humanitarian,Feb,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Identification and successful referral of vulnerable persons or individuals who have suffered human rights violations during field visits (NOT BY CBPN),Ongoing,Borno,NGA008,Gwoza,NG008011,Yes,Humanitarian,Feb,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Hand work/Skill acquisition,Ongoing,Borno,NGA008,Jere,NG008013,Yes,Humanitarian,Jan,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,"Provide women, girls, boys and men with protection information",Ongoing,Borno,NGA008,Jere,NG008013,Yes,Humanitarian,Jan,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,"Provide women, girls, boys and men with protection information",Ongoing,Borno,NGA008,Jere,NG008013,Yes,Humanitarian,Feb,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Identification and successful referral of vulnerable persons or individuals who have suffered human rights violations during field visits (NOT BY CBPN),Ongoing,Borno,NGA008,Jere,NG008013,Yes,Humanitarian,Feb,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Hand work/Skill acquisition,Ongoing,Borno,NGA008,Jere,NG008013,Yes,Humanitarian,Feb,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Individuals who have been interviewed through Protection Monitoring FGDs and KIIs for an understanding of the protection risks faced and/or human rights violations suffered by the affected population,Ongoing,Borno,NGA008,Jere,NG008013,Yes,Humanitarian,Feb,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Identification and successful referral of vulnerable persons or individuals who have suffered human rights violations during field visits (NOT BY CBPN),Ongoing,Borno,NGA008,Gwoza,NG008011,Yes,Humanitarian,Jan,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,"Provide women, girls, boys and men with protection information",Ongoing,Borno,NGA008,Gwoza,NG008011,Yes,Humanitarian,Jan,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Hand work/Skill acquisition,Ongoing,Borno,NGA008,Gwoza,NG008011,Yes,Humanitarian,Jan,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Identification and successful referral of vulnerable persons or individuals who have suffered human rights violations during field visits (NOT BY CBPN),Ongoing,Borno,NGA008,Bama,NG008003,Yes,Humanitarian,Jan,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Hand work/Skill acquisition,Ongoing,Borno,NGA008,Bama,NG008003,Yes,Humanitarian,Jan,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,"Provide women, girls, boys and men with protection information",Ongoing,Borno,NGA008,Ngala,NG008025,Yes,Humanitarian,Jan,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,General Case Management,Ongoing,Borno,NGA008,Ngala,NG008025,Yes,Humanitarian,Jan,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Identification and successful referral of vulnerable persons or individuals who have suffered human rights violations during field visits (NOT BY CBPN),Ongoing,Borno,NGA008,Ngala,NG008025,Yes,Humanitarian,Jan,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Hand work/Skill acquisition,Ongoing,Borno,NGA008,Ngala,NG008025,Yes,Humanitarian,Jan,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Psychosocial Support,Ongoing,Borno,NGA008,Ngala,NG008025,Yes,Humanitarian,Jan,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,"Provide women, girls, boys and men with protection information",Ongoing,Borno,NGA008,Dikwa,NG008008,Yes,Humanitarian,Jan,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Hand work/Skill acquisition,Ongoing,Adamawa,NGA002,Madagali,NG002010,Yes,Humanitarian,Jan,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Hand work/Skill acquisition,Ongoing,Adamawa,NGA002,Michika,NG002013,Yes,Humanitarian,Jan,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Individuals who have been interviewed through Protection Monitoring FGDs and KIIs for an understanding of the protection risks faced and/or human rights violations suffered by the affected population,Ongoing,Borno,NGA008,Bama,NG008003,Yes,Humanitarian,Jan,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Individuals who have been interviewed through Protection Monitoring FGDs and KIIs for an understanding of the protection risks faced and/or human rights violations suffered by the affected population,Ongoing,Borno,NGA008,Ngala,NG008025,Yes,Humanitarian,Jan,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,"Provide women, girls, boys and men with protection information",Ongoing,Adamawa,NGA002,Madagali,NG002010,Yes,Humanitarian,Feb,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Individuals who have been interviewed through Protection Monitoring FGDs and KIIs for an understanding of the protection risks faced and/or human rights violations suffered by the affected population,Ongoing,Borno,NGA008,Bama,NG008003,Yes,Humanitarian,Feb,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,"Provide women, girls, boys and men with protection information",Ongoing,Borno,NGA008,Bama,NG008003,Yes,Humanitarian,Feb,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Identification and successful referral of vulnerable persons or individuals who have suffered human rights violations during field visits (NOT BY CBPN),Ongoing,Borno,NGA008,Bama,NG008003,Yes,Humanitarian,Feb,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,"Provide women, girls, boys and men with protection information",Ongoing,Borno,NGA008,Gwoza,NG008011,Yes,Humanitarian,Feb,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Hand work/Skill acquisition,Ongoing,Borno,NGA008,Ngala,NG008025,Yes,Humanitarian,Feb,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,"Provide women, girls, boys and men with protection information",Ongoing,Borno,NGA008,Ngala,NG008025,Yes,Humanitarian,Feb,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,General Case Management,Ongoing,Borno,NGA008,Ngala,NG008025,Yes,Humanitarian,Feb,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Identification and successful referral of vulnerable persons or individuals who have suffered human rights violations during field visits (NOT BY CBPN),Ongoing,Borno,NGA008,Ngala,NG008025,Yes,Humanitarian,Feb,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Psychosocial Support,Ongoing,Borno,NGA008,Ngala,NG008025,Yes,Humanitarian,Feb,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Identification and successful referral of vulnerable persons or individuals who have suffered human rights violations during field visits (NOT BY CBPN),Ongoing,Borno,NGA008,Dikwa,NG008008,Yes,Humanitarian,Feb,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,"Provide women, girls, boys and men with protection information",Ongoing,Borno,NGA008,Dikwa,NG008008,Yes,Humanitarian,Feb,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Individuals who have been interviewed through Protection Monitoring FGDs and KIIs for an understanding of the protection risks faced and/or human rights violations suffered by the affected population,Ongoing,Borno,NGA008,Dikwa,NG008008,Yes,Humanitarian,Feb,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Hand work/Skill acquisition,Ongoing,Borno,NGA008,Gwoza,NG008011,Yes,Humanitarian,Feb,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Hand work/Skill acquisition,Ongoing,Adamawa,NGA002,Madagali,NG002010,Yes,Humanitarian,Feb,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Hand work/Skill acquisition,Ongoing,Borno,NGA008,Bama,NG008003,Yes,Humanitarian,Feb,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Identification and successful referral of vulnerable persons or individuals who have suffered human rights violations during field visits (NOT BY CBPN),Ongoing,Adamawa,NGA002,Michika,NG002013,Yes,Humanitarian,Feb,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Identification and successful referral of vulnerable persons or individuals who have suffered human rights violations during field visits (NOT BY CBPN),Ongoing,Adamawa,NGA002,Madagali,NG002010,Yes,Humanitarian,Feb,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Individuals who have been interviewed through Protection Monitoring FGDs and KIIs for an understanding of the protection risks faced and/or human rights violations suffered by the affected population,Ongoing,Borno,NGA008,Ngala,NG008025,Yes,Humanitarian,Feb,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,"Provide women, girls, boys and men with protection information",Ongoing,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Jan,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,"Provide women, girls, boys and men with protection information",Ongoing,Borno,NGA008,Askira/Uba,NG008002,Yes,Humanitarian,Jan,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Hand work/Skill acquisition,Ongoing,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Jan,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,"Provide women, girls, boys and men with protection information",Ongoing,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Feb,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Hand work/Skill acquisition,Ongoing,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Feb,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,"Provide women, girls, boys and men with protection information",Ongoing,Borno,NGA008,Askira/Uba,NG008002,Yes,Humanitarian,Feb,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Identification and successful referral of vulnerable persons or individuals who have suffered human rights violations during field visits (NOT BY CBPN),Ongoing,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Feb,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Individuals who have been interviewed through Protection Monitoring FGDs and KIIs for an understanding of the protection risks faced and/or human rights violations suffered by the affected population,Ongoing,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Feb,2023
PUI,Première Urgence Internationale,INGO,Reporting,PRO,Successfully refer individuals who have suffered human rights violations from Protection Monitoring FGDs and KIIs,Ongoing,Borno,NGA008,Monguno,NG008024,Yes,Humanitarian,Jan,2023
PUI,Première Urgence Internationale,INGO,Reporting,PRO,Conflict resolution/ mediation,Ongoing,Borno,NGA008,Monguno,NG008024,Yes,Humanitarian,Jan,2023
PUI,Première Urgence Internationale,INGO,Reporting,PRO,Identification and successful referral of vulnerable persons or individuals who have suffered human rights violations during field visits (NOT BY CBPN),Ongoing,Borno,NGA008,Monguno,NG008024,Yes,Humanitarian,Jan,2023
PUI,Première Urgence Internationale,INGO,Reporting,PRO,"Provide women, girls, boys and men with protection information",Ongoing,Borno,NGA008,Monguno,NG008024,Yes,Humanitarian,Jan,2023
PUI,Première Urgence Internationale,INGO,Reporting,PRO,Identification and successful referral of vulnerable persons or individuals who have suffered human rights violations during field visits (NOT BY CBPN),Ongoing,Borno,NGA008,Monguno,NG008024,Yes,Humanitarian,Feb,2023
PUI,Première Urgence Internationale,INGO,Reporting,PRO,"Provide women, girls, boys and men with protection information",Ongoing,Borno,NGA008,Monguno,NG008024,Yes,Humanitarian,Feb,2023
NRM,Nkafamiya Rescue Mission,NNGO,Reporting,PRO,"Provide women, girls, boys and men with protection information",Completed,Adamawa,NGA002,Michika,NG002013,Yes,Humanitarian,Jan,2023
NRM,Nkafamiya Rescue Mission,NNGO,Reporting,PRO,Hand work/Skill acquisition,Completed,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Jan,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Individuals who have been interviewed through Protection Monitoring FGDs and KIIs for an understanding of the protection risks faced and/or human rights violations suffered by the affected population,Completed,Borno,NGA008,Jere,NG008013,Yes,Humanitarian,Jan,2023
PRIDE,Peace Restoration and Integral Global Development Initiative,NNGO,Reporting,PRO,Conflict resolution/ mediation,Completed,Borno,NGA008,Jere,NG008013,Yes,Humanitarian,Feb,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,"Provide explosive ordinance risk education to people (IDPs, returnees, host community members, Government officials, service providers and humanitarian workers)",Completed,Adamawa,NGA002,Madagali,NG002010,Yes,Humanitarian,Jan,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,"Provide explosive ordinance risk education to people (IDPs, returnees, host community members, Government officials, service providers and humanitarian workers)",Completed,Borno,NGA008,Askira/Uba,NG008002,Yes,Humanitarian,Jan,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,"Provide explosive ordinance risk education to people (IDPs, returnees, host community members, Government officials, service providers and humanitarian workers)",Completed,Borno,NGA008,Ngala,NG008025,Yes,Humanitarian,Jan,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,"Provide explosive ordinance risk education to people (IDPs, returnees, host community members, Government officials, service providers and humanitarian workers)",Completed,Borno,NGA008,Bama,NG008003,Yes,Humanitarian,Jan,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,"Provide explosive ordinance risk education to people (IDPs, returnees, host community members, Government officials, service providers and humanitarian workers)",Completed,Borno,NGA008,Gwoza,NG008011,Yes,Humanitarian,Jan,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,"Provide explosive ordinance risk education to people (IDPs, returnees, host community members, Government officials, service providers and humanitarian workers)",Completed,Borno,NGA008,Jere,NG008013,Yes,Humanitarian,Jan,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,"Provide explosive ordinance risk education to people (IDPs, returnees, host community members, Government officials, service providers and humanitarian workers)",Completed,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Jan,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,"Provide explosive ordinance risk education to people (IDPs, returnees, host community members, Government officials, service providers and humanitarian workers)",Completed,Adamawa,NGA002,Michika,NG002013,Yes,Humanitarian,Jan,2023
MAG,Mines Advisory Group,INGO,Reporting,PRO,"Provide explosive ordinance risk education to people (IDPs, returnees, host community members, Government officials, service providers and humanitarian workers)",Completed,Borno,NGA008,Konduga,NG008016,Yes,Humanitarian,Jan,2023
MAG,Mines Advisory Group,INGO,Reporting,PRO,"Provide explosive ordinance risk education to people (IDPs, returnees, host community members, Government officials, service providers and humanitarian workers)",Completed,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Jan,2023
MAG,Mines Advisory Group,INGO,Reporting,PRO,"Provide explosive ordinance risk education to people (IDPs, returnees, host community members, Government officials, service providers and humanitarian workers)",Completed,Borno,NGA008,Jere,NG008013,Yes,Humanitarian,Jan,2023
MAG,Mines Advisory Group,INGO,Reporting,PRO,"Provide explosive ordinance risk education to people (IDPs, returnees, host community members, Government officials, service providers and humanitarian workers)",Completed,Borno,NGA008,Jere,NG008013,Yes,Humanitarian,Feb,2023
UNMAS,United Nations Mine Action Service,UN Agency,Reporting,PRO,"Provide explosive ordinance risk education to people (IDPs, returnees, host community members, Government officials, service providers and humanitarian workers)",Completed,Yobe,NGA036,Potiskum,NG036014,Yes,Humanitarian,Jan,2023
UNMAS,United Nations Mine Action Service,UN Agency,Reporting,PRO,"Provide explosive ordinance risk education to people (IDPs, returnees, host community members, Government officials, service providers and humanitarian workers)",Completed,Borno,NGA008,Bama,NG008003,Yes,Humanitarian,Jan,2023
UNMAS,United Nations Mine Action Service,UN Agency,Reporting,PRO,"Provide explosive ordinance risk education to people (IDPs, returnees, host community members, Government officials, service providers and humanitarian workers)",Completed,Borno,NGA008,Konduga,NG008016,Yes,Humanitarian,Jan,2023
UNMAS,United Nations Mine Action Service,UN Agency,Reporting,PRO,"Provide explosive ordinance risk education to people (IDPs, returnees, host community members, Government officials, service providers and humanitarian workers)",Completed,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Jan,2023
UNMAS,United Nations Mine Action Service,UN Agency,Reporting,PRO,"Provide explosive ordinance risk education to people (IDPs, returnees, host community members, Government officials, service providers and humanitarian workers)",Completed,Borno,NGA008,Jere,NG008013,Yes,Humanitarian,Jan,2023
UNMAS,United Nations Mine Action Service,UN Agency,Reporting,PRO,"Provide explosive ordinance risk education to people (IDPs, returnees, host community members, Government officials, service providers and humanitarian workers)",Completed,Borno,NGA008,Damboa,NG008007,Yes,Humanitarian,Jan,2023
UNMAS,United Nations Mine Action Service,UN Agency,Reporting,PRO,"Provide explosive ordinance risk education to people (IDPs, returnees, host community members, Government officials, service providers and humanitarian workers)",Completed,Borno,NGA008,Mafa,NG008019,Yes,Humanitarian,Jan,2023
UNMAS,United Nations Mine Action Service,UN Agency,Reporting,PRO,"Provide explosive ordinance risk education to people (IDPs, returnees, host community members, Government officials, service providers and humanitarian workers)",Completed,Borno,NGA008,Ngala,NG008025,Yes,Humanitarian,Jan,2023
UNMAS,United Nations Mine Action Service,UN Agency,Reporting,PRO,"Provide explosive ordinance risk education to people (IDPs, returnees, host community members, Government officials, service providers and humanitarian workers)",Completed,Yobe,NGA036,Damaturu,NG036003,Yes,Humanitarian,Jan,2023
UNMAS,United Nations Mine Action Service,UN Agency,Reporting,PRO,"Provide explosive ordinance risk education to people (IDPs, returnees, host community members, Government officials, service providers and humanitarian workers)",Completed,Borno,NGA008,Dikwa,NG008008,Yes,Humanitarian,Jan,2023
PRIDE,Peace Restoration and Integral Global Development Initiative,NNGO,Reporting,PRO,Conflict resolution/ mediation,Completed,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Feb,2023
FAMHI ,Fal-Mal Hope Initiative,NNGO,Reporting,PRO,Negotiation on land access,Ongoing,Borno,NGA008,Konduga,NG008016,Yes,Humanitarian,Jan,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,"Meetings of protection partners with CBPN  members to discuss prevalent protection risks and solutions (referral, liaison with other actors to provide assistance etc.)",Ongoing,Borno,NGA008,Jere,NG008013,Yes,Humanitarian,Feb,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,Meetings of CBPN members with local stakeholders to discuss prevalent protection risks and solutions,Ongoing,Borno,NGA008,Bama,NG008003,Yes,Humanitarian,Jan,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,"Meetings of protection partners with CBPN  members to discuss prevalent protection risks and solutions (referral, liaison with other actors to provide assistance etc.)",Ongoing,Borno,NGA008,Gwoza,NG008011,Yes,Humanitarian,Jan,2023
DRC,Danish Refugee Council,INGO,Reporting,PRO,"Meetings of protection partners with CBPN  members to discuss prevalent protection risks and solutions (referral, liaison with other actors to provide assistance etc.)",Ongoing,Borno,NGA008,Bama,NG008003,Yes,Humanitarian,Feb,2023
PUI,Première Urgence Internationale,INGO,Reporting,PRO,Targeted training and guidance for humanitarian partners on protection mainstreaming based on recognized sector standards to ensure safe and inclusive programming in line with the do-no-harm principle,Ongoing,Borno,NGA008,Monguno,NG008024,Yes,Humanitarian,Jan,2023
PUI,Première Urgence Internationale,INGO,Reporting,PRO,Training of Protection actors on Protection Risk Analysis and other technical protection issues,Ongoing,Borno,NGA008,Monguno,NG008024,Yes,Humanitarian,Jan,2023
PUI,Première Urgence Internationale,INGO,Reporting,PRO,Targeted training of local leaders and government actors as primary duty bearers for protection system strengthening and enhanced compliance with international standards,Ongoing,Borno,NGA008,Monguno,NG008024,Yes,Humanitarian,Jan,2023
NRM,Nkafamiya Rescue Mission,NNGO,Reporting,PRO,"Meetings of protection partners with CBPN  members to discuss prevalent protection risks and solutions (referral, liaison with other actors to provide assistance etc.)",Ongoing,Adamawa,NGA002,Michika,NG002013,Yes,Humanitarian,Jan,2023
NRM,Nkafamiya Rescue Mission,NNGO,Reporting,PRO,"Meetings of protection partners with CBPN  members to discuss prevalent protection risks and solutions (referral, liaison with other actors to provide assistance etc.)",Ongoing,Adamawa,NGA002,Michika,NG002013,Yes,Humanitarian,Feb,2023
NRM,Nkafamiya Rescue Mission,NNGO,Reporting,PRO,"Provide women, girls, boys and men with protection information",Ongoing,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Feb,2023
NRC,Norwegian Refugee Council,INGO,Reporting,PRO,"Provide women, girls, boys and men with protection information",Ongoing,Borno,NGA008,Monguno,NG008024,Yes,Humanitarian,Jan,2023
NRC,Norwegian Refugee Council,INGO,Reporting,PRO,"Provide women, girls, boys and men with protection information",Ongoing,Borno,NGA008,Monguno,NG008024,Yes,Humanitarian,Feb,2023
NRC,Norwegian Refugee Council,INGO,Reporting,PRO,"Provide women, girls, boys and men with protection information",Ongoing,Borno,NGA008,Jere,NG008013,Yes,Humanitarian,Jan,2023
NRC,Norwegian Refugee Council,INGO,Reporting,PRO,"Provide women, girls, boys and men with protection information",Ongoing,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Jan,2023
NRC,Norwegian Refugee Council,INGO,Reporting,PRO,"Provide women, girls, boys and men with protection information",Ongoing,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Feb,2023
NRC,Norwegian Refugee Council,INGO,Reporting,PRO,"Provide women, girls, boys and men with protection information",Ongoing,Borno,NGA008,Jere,NG008013,Yes,Humanitarian,Feb,2023
MWASD,Adamawa Ministry of Women Affairs and Social Development,Govt,Implementing,PRO,"Provide structured recreational, creative and social activities for children and adolescents",Ongoing,Adamawa,NGA002,Mubi South,NG002015,Yes,Humanitarian,Jan,2023
MWASD,Adamawa Ministry of Women Affairs and Social Development,Govt,Implementing,PRO,"Provide structured recreational, creative and social activities for children and adolescents",Ongoing,Adamawa,NGA002,Michika,NG002013,Yes,Humanitarian,Jan,2023
FAMHI ,Fal-Mal Hope Initiative,NNGO,Reporting,PRO,Legal Advice on HLP,Ongoing,Borno,NGA008,Konduga,NG008016,Yes,Humanitarian,Jan,2023
NRC,Norwegian Refugee Council,INGO,Reporting,PRO,"Drafting of tenancy agreement, license agreement, MoU and other tenure agreements",Ongoing,Borno,NGA008,Jere,NG008013,Yes,Humanitarian,Jan,2023
NRC,Norwegian Refugee Council,INGO,Reporting,PRO,Support for processing of Customary Certificates of Occupancy,Completed,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Jan,2023
NRC,Norwegian Refugee Council,INGO,Reporting,PRO,Training on HLP,Ongoing,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Jan,2023
NRC,Norwegian Refugee Council,INGO,Reporting,PRO,Training on Collaborative Dispute Resolution (CDR),Ongoing,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Jan,2023
NRC,Norwegian Refugee Council,INGO,Reporting,PRO,Counseling session on HLP,Ongoing,Borno,NGA008,Jere,NG008013,Yes,Humanitarian,Jan,2023
FAMHI ,Fal-Mal Hope Initiative,NNGO,Reporting,PRO,HLP community forums,Ongoing,Borno,NGA008,Jere,NG008013,Yes,Humanitarian,Jan,2023
FAMHI ,Fal-Mal Hope Initiative,NNGO,Reporting,PRO,Emergency Cash for rent,Completed,Borno,NGA008,Jere,NG008013,Yes,Humanitarian,Feb,2023
FAMHI ,Fal-Mal Hope Initiative,NNGO,Reporting,PRO,Support to Collaborative Dispute Resolution structures,Completed,Borno,NGA008,Konduga,NG008016,Yes,Humanitarian,Feb,2023
NRC,Norwegian Refugee Council,INGO,Reporting,PRO,Counseling session on HLP,Ongoing,Borno,NGA008,Monguno,NG008024,Yes,Humanitarian,Jan,2023
NRC,Norwegian Refugee Council,INGO,Reporting,PRO,Counseling session on HLP,Ongoing,Borno,NGA008,Monguno,NG008024,Yes,Humanitarian,Feb,2023
NRC,Norwegian Refugee Council,INGO,Reporting,PRO,HLP Awareness and Information Sessions,Ongoing,Borno,NGA008,Monguno,NG008024,Yes,Humanitarian,Jan,2023
NRC,Norwegian Refugee Council,INGO,Reporting,PRO,HLP Awareness and Information Sessions,Ongoing,Borno,NGA008,Jere,NG008013,Yes,Humanitarian,Jan,2023
NRC,Norwegian Refugee Council,INGO,Reporting,PRO,HLP Awareness and Information Sessions,Ongoing,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Jan,2023
PRIDE,Peace Restoration and Integral Global Development Initiative,NNGO,Reporting,PRO,HLP Awareness and Information Sessions,Completed,Borno,NGA008,Bama,NG008003,Yes,Humanitarian,Jan,2023
PRIDE,Peace Restoration and Integral Global Development Initiative,NNGO,Reporting,PRO,HLP Awareness and Information Sessions,Completed,Borno,NGA008,Bama,NG008003,Yes,Humanitarian,Feb,2023
FAMHI ,Fal-Mal Hope Initiative,NNGO,Reporting,PRO,HLP Awareness and Information Sessions,Ongoing,Borno,NGA008,Konduga,NG008016,Yes,Humanitarian,Jan,2023
FAMHI ,Fal-Mal Hope Initiative,NNGO,Reporting,PRO,HLP Awareness and Information Sessions,Ongoing,Borno,NGA008,Konduga,NG008016,Yes,Humanitarian,Feb,2023
COWACDI,Concern for Women and Children Development Foundation,NNGO,Reporting,PRO,HLP Awareness and Information Sessions,Ongoing,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Jan,2023
COWACDI,Concern for Women and Children Development Foundation,NNGO,Reporting,PRO,HLP Awareness and Information Sessions,Ongoing,Borno,NGA008,Jere,NG008013,Yes,Humanitarian,Feb,2023
MWASD,Adamawa Ministry of Women Affairs and Social Development,Govt,Implementing,PRO,"Provide structured recreational, creative and social activities for children and adolescents",Ongoing,Adamawa,NGA002,Yola North,NG002020,Yes,Humanitarian,Feb,2023
MWASD,Adamawa Ministry of Women Affairs and Social Development,Govt,Implementing,PRO,"Provide structured recreational, creative and social activities for children and adolescents",Ongoing,Adamawa,NGA002,Yola South,NG002021,Yes,Humanitarian,Feb,2023
MWASD,Adamawa Ministry of Women Affairs and Social Development,Govt,Implementing,PRO,"Provide structured recreational, creative and social activities for children and adolescents",Ongoing,Adamawa,NGA002,Mubi North,NG002014,Yes,Humanitarian,Feb,2023
MWASD,Adamawa Ministry of Women Affairs and Social Development,Govt,Implementing,PRO,"Provide structured recreational, creative and social activities for children and adolescents",Ongoing,Adamawa,NGA002,Mubi South,NG002015,Yes,Humanitarian,Feb,2023
MWASD,Adamawa Ministry of Women Affairs and Social Development,Govt,Implementing,PRO,"Provide structured recreational, creative and social activities for children and adolescents",Ongoing,Adamawa,NGA002,Michika,NG002013,Yes,Humanitarian,Feb,2023
