organisation,org_acronym,org_type,project_sector,activities,status,state,lga,ward,ishrp,response_type,isrp,people_reached,month,year
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Yobe,Damaturu,Kukareta/Warsala,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Yobe,Damaturu,Gabir/Maduri,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Borno,Konduga,Jewu / Lamboa,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Borno,Konduga,Auno / Chabbol,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Borno,Konduga,Auno / Chabbol,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Borno,Konduga,Auno / Chabbol,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Borno,Konduga,Auno / Chabbol,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Borno,Konduga,Auno / Chabbol,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Borno,Konduga,Auno / Chabbol,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Borno,Konduga,Dalori / Wanori,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Borno,Jere,Bale Galtimari,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Borno,Jere,Bale Galtimari,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Borno,Jere,Dusuman,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Borno,Jere,Mashamari,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Borno,Jere,Old Maiduguri,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Borno,Jere,Gongulong,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Borno,Jere,Dusuman,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Borno,Jere,Mairi,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Borno,Maiduguri,Shehuri North,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Borno,Maiduguri,Gamboru Liberty,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Borno,Maiduguri,Bulabulin,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Borno,Maiduguri,Gwange  I,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Adamawa,Hong,Hong,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Adamawa,Maiha,Maiha Gari,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Nassarawo,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Mujara,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Mugulbu/ Yadafa,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Lamorde,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Kwaja,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Gella,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Dirbishi/Gandira,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Adamawa,Michika,Wamblimi / Tilli,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Adamawa,Michika,Sukumu / Tillijo,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Adamawa,Michika,Sukumu / Tillijo,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Adamawa,Michika,Moda / Dlaka / Ghenjuwa,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Adamawa,Michika,Michika  I,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Adamawa,Michika,Sina / Kamale / Kwande,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Adamawa,Michika,Garta / Ghunchi,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Adamawa,Michika,Futudou / Futules,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Adamawa,Michika,Vi / Boka,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Adamawa,Michika,Bazza Margi,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Adamawa,Maiha,Sorau 'A',Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Adamawa,Maiha,Mayonguli,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Adamawa,Maiha,Manjekin,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Adamawa,Maiha,Konkol,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Adamawa,Maiha,Belel,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Adamawa,Hong,Uba,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Adamawa,Hong,Kwarhi,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Adamawa,Hong,Hushere Zum,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Adamawa,Hong,Hong,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Adamawa,Hong,Gaya,Yes,Humanitarian,,,Jan,2019
State Ministry of Health,SMOH,Govt,HEA,Health Activities,Ongoing,Adamawa,Hong,Daksiri,Yes,Humanitarian,,,Jan,2019
The Alliance for International Medical Action,ALIMA,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Bolori  I,Yes,Humanitarian,,,Jan,2019
The Alliance for International Medical Action,ALIMA,INGO,HEA,Health Activities,Ongoing,Borno,Hawul,Kwajaffa/Hang,Yes,Humanitarian,,,Jan,2019
The Alliance for International Medical Action,ALIMA,INGO,HEA,Health Activities,Ongoing,Borno,Hawul,Gwanzang  Pusda,Yes,Humanitarian,,,Jan,2019
The Alliance for International Medical Action,ALIMA,INGO,HEA,Health Activities,Ongoing,Borno,Askira/Uba,Lassa,Yes,Humanitarian,,,Jan,2019
The Alliance for International Medical Action,ALIMA,INGO,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,Yes,Humanitarian,,,Jan,2019
The Alliance for International Medical Action,ALIMA,INGO,HEA,Health Activities,Ongoing,Borno,Askira/Uba,Mussa,Yes,Humanitarian,,,Jan,2019
The Alliance for International Medical Action,ALIMA,INGO,HEA,Health Activities,Ongoing,Borno,Askira/Uba,Askira East,Yes,Humanitarian,,,Jan,2019
The Alliance for International Medical Action,ALIMA,INGO,HEA,Health Activities,Ongoing,Borno,Hawul,Bilingwi,Yes,Humanitarian,,,Jan,2019
The Alliance for International Medical Action,ALIMA,INGO,HEA,Health Activities,Ongoing,Borno,Hawul,Kwaya-Bur/Tanga Rumta,Yes,Humanitarian,,,Jan,2019
The Alliance for International Medical Action,ALIMA,INGO,HEA,Health Activities,Ongoing,Borno,Hawul,Sakwa/Hema,Yes,Humanitarian,,,Jan,2019
The Alliance for International Medical Action,ALIMA,INGO,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,Yes,Humanitarian,,,Jan,2019
The Alliance for International Medical Action,ALIMA,INGO,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,Yes,Humanitarian,,,Jan,2019
The Alliance for International Medical Action,ALIMA,INGO,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,Yes,Humanitarian,,,Jan,2019
The Alliance for International Medical Action,ALIMA,INGO,HEA,Health Activities,Ongoing,Borno,Jere,Dusuman,Yes,Humanitarian,,,Jan,2019
The Alliance for International Medical Action,ALIMA,INGO,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,Yes,Humanitarian,,,Jan,2019
The Alliance for International Medical Action,ALIMA,INGO,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,Yes,Humanitarian,,,Jan,2019
The Alliance for International Medical Action,ALIMA,INGO,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,Yes,Humanitarian,,,Jan,2019
The Alliance for International Medical Action,ALIMA,INGO,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,Yes,Humanitarian,,,Jan,2019
The Alliance for International Medical Action,ALIMA,INGO,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Gulani,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Borno Kiji/Tetteba,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Ruhu,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Kushimaga,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Garin Tuwo,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Njibulwa,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Gagure,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bularafa,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bumsa,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gulani,Bara,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Yobe,Damaturu,Maisandari/Waziri Ibrahim Estate,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Goniri,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Dadingel,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Gotala/Gotumba,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Ngurbuwa,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Wagir,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Yobe,Gujba,Buniyadi North / South,Yes,Humanitarian,,,Jan,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Kaga,Benisheikh,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Yobe,Damaturu,Kukareta/Warsala,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Yobe,Damaturu,Gabir/Maduri,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Askira/Uba,Zadawa / Hausari,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Askira/Uba,Lassa,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Ngala,Gamboru 'B',Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Completed,Borno,Kukawa,Doro / Duguri,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Konduga,Auno / Chabbol,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Konduga,Jewu / Lamboa,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Chibok,Pemi,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Chibok,Kautikari,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Chibok,Mboa Kura,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Chibok,Kuburmbula,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Chibok,Shikarkir,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Chibok,Gatamarwa,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Chibok,Chibok Wuntaku,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Chibok,Chibok Likama,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Chibok,Chibok Garu,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Chibok,Mbalala,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Askira/Uba,Husara / Tampul,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Askira/Uba,Uda / Uvu,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Askira/Uba,Uda / Uvu,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Askira/Uba,Dille / Huyum,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Askira/Uba,Uba,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Askira/Uba,Wamdeo / Giwi,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Askira/Uba,Chul / Rumirgo,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Askira/Uba,Chul / Rumirgo,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Kukawa,Kukawa,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Bama,Kumshe /Nduguno,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Bama,Shehuri / Hausari / Mairi,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Ngala,Ngala Ward,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Gwoza,Pulka/Bokko,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Gwoza,Gwoza Wakane / Bulabulin,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Mobbar,Damasak,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Mafa,Tamsu Ngamdua,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Mafa,Tamsu Ngamdua,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Dikwa,Dikwa,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Dikwa,Dikwa,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Damboa,Damboa,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Completed,Borno,Damboa,Damboa,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Damboa,Damboa,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Kala/Balge,"Rann  ""A""",Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Konduga,Konduga,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Konduga,Konduga,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Konduga,Auno / Chabbol,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Konduga,Auno / Chabbol,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Konduga,Auno / Chabbol,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Konduga,Auno / Chabbol,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Konduga,Dalori / Wanori,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Old Maiduguri,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Mashamari,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Mairi,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Bale Galtimari,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Gongulong,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Completed,Borno,Jere,Bale Galtimari,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Dusuman,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Mashamari,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Dusuman,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Mairi,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Gomari,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Dusuman,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Dusuman,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Konduga,Dalori / Wanori,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Old Maiduguri,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Dusuman,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Shehuri South,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Completed,Borno,Maiduguri,Maisandari,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Gwange  III,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Gwange  I,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Gamboru Liberty,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Bulabulin,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Shehuri North,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Mafoni,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Bolori  I,Yes,Humanitarian,,,Jan,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Lamisula/Jabba Mari,Yes,Humanitarian,,,Jan,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Mashamari,Yes,Humanitarian,,,Jan,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Gomari,Yes,Humanitarian,,,Jan,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Konduga,Dalori / Wanori,Yes,Humanitarian,,,Jan,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Shehuri South,Yes,Humanitarian,,,Jan,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Dala Lawanti,Yes,Humanitarian,,,Jan,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Bolori  I,Yes,Humanitarian,,,Jan,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Konduga,Konduga,Yes,Humanitarian,,,Jan,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Kaga,Mainok,Yes,Humanitarian,,,Jan,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Bale Galtimari,Yes,Humanitarian,,,Jan,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Bolori  II,Yes,Humanitarian,,,Jan,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Gwange  II,Yes,Humanitarian,,,Jan,2019
