organisation,org_acronym,org_type,project_sector,activities,status,state,lga,ward,ishrp,response_type,isrp,month,year
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Hong,Shangui,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Hong,Mayo Lope,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Hong,Kwarhi,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Hong,Hushere Zum,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Hong,Hong,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Hong,Hildi,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Hong,Gaya,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Hong,Garaha,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Hong,Daksiri,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Hong,Bangshika,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Gombi,Yang,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Gombi,Tawa,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Gombi,Guyaku,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Gombi,Gombi South,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Gombi,Gombi North,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Gombi,Garkida,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Gombi,Gabun,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Gombi,Ga'Anda,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Gombi,Duwa,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Gombi,Boga/ Dingai,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola South,Yolde Kohi,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola South,Toungo,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola South,Ngurore,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola South,Namtari,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola South,Mbamoi,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola South,Mbamba,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola South,Makama 'B',Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola South,Makama 'A',Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola South,Bole Yolde Pate,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola South,Bako,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola South,Adarawo,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Song,Zumo,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Song,Waltandi,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Song,Suktu,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Song,Song Waje,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Song,Song Gari,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Song,Sigire,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Song,Kilange Hirna,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Song,Kilange Funa,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Song,Gudu Mboi,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Song,Dumne,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Song,Dirma,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Shelleng,Tallum,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Shelleng,Shelleng,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Shelleng,Libbo,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Shelleng,Kiri,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Shelleng,Ketembere,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Shelleng,Jumbul,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Shelleng,Gwapopolok,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Shelleng,Gundo,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Shelleng,Bodwai,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Shelleng,Bakta,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Nduku,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Nassarawo,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Mujara,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Mugulbu/ Yadafa,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Lamorde,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Kwaja,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Gude,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Gella,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Duvu/ Chaba/ Girburum,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Dirbishi/Gandira,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mayo-Belwa,Yoffo,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mayo-Belwa,Tola,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mayo-Belwa,Ribadu,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mayo-Belwa,Ndikong,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mayo-Belwa,Mayo-Belwa,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mayo-Belwa,Mayo Farang,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mayo-Belwa,Nassarawo Jereng,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mayo-Belwa,Gorobi,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mayo-Belwa,Gengle,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mayo-Belwa,Gangfada,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mayo-Belwa,Binyeri,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mayo-Belwa,Bajama,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Maiha,Tambajam,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Maiha,Sorau 'B',Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Maiha,Sorau 'A',Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Maiha,Pakka,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Maiha,Mayonguli,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Maiha,Manjekin,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Maiha,Maiha Gari,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Maiha,Konkol,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Maiha,Humbutudi,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Maiha,Belel,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Madagali,Wula,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Madagali,Wagga,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Madagali,Shelmi / Sukur/ Vapura,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Madagali,Pallam,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Madagali,Madagali,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Madagali,K/Wuro Ngayandi,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Madagali,Hyambula,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Madagali,Gulak,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Madagali,Duhu/ Shuwa,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Madagali,Babel,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Guyuk,Purokayo,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Guyuk,Kola,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Guyuk,Kola,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Guyuk,Guyuk,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Guyuk,Dumna,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Guyuk,Dukul,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Guyuk,Chikila,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Guyuk,Bodeno,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Guyuk,Bobini,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Guyuk,Banjiram,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Wuro Dole,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Tambo,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Modire/ Vinikilang,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Jera Bonyo,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Jera Bakari,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Gereng,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Girei II,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Girei I,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Damare,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Dakri,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Ganye,Timdore,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Ganye,Timdore,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Ganye,Sugu,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Ganye,Sangasumi,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Ganye,Jaggu,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Ganye,Gurum,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Ganye,Ganye II,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Ganye,Ganye I,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Ganye,Gamu,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Ganye,Bakari Guso,Yes,Nexus,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Yadim,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Wuro Bokki,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Uki Tuki,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Ribadu,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Pariya,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Mayo Ine,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Karlahi,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Gurin,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Fufore,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Farang,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Beti,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Demsa,Nassarawo Demsa,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Demsa,Mbula Kuli,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Demsa,Kpasham,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Demsa,Gwamba,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Demsa,Dwam,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Demsa,Dong,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Demsa,Dilli,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Demsa,Demsa,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Demsa,Borrong,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Demsa,Bille,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Dirbishi/Gandira,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Pariya,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola North,Luggere,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Fufore,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Farang,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Ngala,Gamboru 'C',Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Mobbar,Damasak,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Shehuri South,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Bale Galtimari,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Gwange  II,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Gwange  I,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Gamboru Liberty,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Shehuri North,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Maiduguri,Bulabulin,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Mafa,Tamsu Ngamdua,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Mafa,Mafa,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Konduga,Konduga,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Konduga,Auno / Chabbol,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Konduga,Jewu / Lamboa,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Konduga,Auno / Chabbol,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Konduga,Auno / Chabbol,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Konduga,Auno / Chabbol,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Mashamari,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Mairi,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Mairi,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Mafa,Tamsu Ngamdua,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Mashamari,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Ngudaa/Addamari,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Gongulong,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Dusuman,Yes,Humanitarian,,Mar,2019
United Nations Children's Emergency Fund,UNICEF,UN Agency,HEA,Health Activities,Ongoing,Borno,Jere,Dusuman,Yes,Humanitarian,,Mar,2019
